Client ID;Конверсия;Марка;Модель;Avg. Session Duration;Bounce Rate;Browser;City;Campaign;Date;Device Category;Domain;Goal Completion Location;Goal Completions;Goal Conversion Rate;Goal Value;Keyword;Medium;Pageviews;Region;Sessions;Source;Source conv.;Продажа;Цена;Валюта
GA1.2.1000037439.1576672694;1;BMW;;0;0,00%;YaBrowser;Yalta;(not set);17.01.2020;desktop;BMW-keyauto-krd.ru;/?keyauto_from=1;1;1;21316;(not set);referral;2;Crimea;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1000100466.1580498751;0;Mercedes;;0,002974537;0,00%;Chrome;Simferopol;(not set);31.01.2020;mobile;Mersedes-krasnodar.ru;/;0;0;0;(not provided);organic;14;Crimea;1;google;google;0;;
GA1.2.1000144581.1577322293;0;BMW;;0,001759259;0,00%;Chrome;Krasnodar;krasnodar-BMW-tsentr-krasnodar-Q4-network-2019;01.01.2020;mobile;BMW-keyauto-krd.ru;/offers/buy/suv-winter2020/;0;0;0;(not set);sem_cpc;4;Krasnodar Krai;1;google_go_search;google_go_search;0;;
GA1.2.1000154585.1581097166;1;Mercedes;;0,000636574;0,00%;YaBrowser;Armavir;(not set);07.02.2020;mobile;Mersedes-krasnodar.ru;/;1;1;25624;(not set);referral;8;Krasnodar Krai;1;yandex.ru;yandex.ru;0;;
GA1.2.1000156589.1580366503;1;Mercedes;e220;0,006041667;0,00%;Chrome;Krasnodar;(not set);30.01.2020;mobile;Mersedes-krasnodar.ru;/special/purchase/e220/item65704166.php;1;1;44325;(not set);(none);6;Krasnodar Krai;1;(direct);(direct);0;3850000;Рубль
GA1.2.1000156620.1572694079;0;Mercedes;;0,001255787;0,00%;YaBrowser;Sevastopol;(not set);10.01.2020;desktop;Mersedes-krasnodar.ru;(entrance);0;0;0;(not set);referral;12;Sevastopol' city;2;yandex.ru;yandex.ru;0;;
GA1.2.1000156620.1572694079;0;Mercedes;;0,001255787;0,00%;YaBrowser;Sevastopol;(not set);10.01.2020;desktop;Mersedes-krasnodar.ru;/;0;0;0;(not set);referral;12;Sevastopol' city;2;yandex.ru;yandex.ru;0;;
GA1.2.1000292707.1579328888;1;Mercedes;;0,001990741;0,00%;Chrome;Sochi;36451549;18.01.2020;desktop;Mersedes-krasnodar.ru;/special/purchase/?calltouch_tm=yd_c:36451549_gb:3435681394_ad:6081170080_ph:14000399300_st:search_pt:premium_p:2_s:none_dt:desktop_reg:35_ret:_apt:none&yclid=18407548485854846592;1;1;22367;киа краснодар;cpc;8;Krasnodar Krai;1;yandex;YANDEX;0;;
GA1.2.1000341704.1580586777;0;Mercedes;e220;0;0,00%;Chrome;Krasnodar;(not set);01.02.2020;desktop;Mersedes-krasnodar.ru;/models/e220/options/;0;0;0;(not set);referral;2;Krasnodar Krai;1;yandex.ru;yandex.ru;0;3850000;Рубль
GA1.2.1000357178.1578084558;1;BMW;;0,003726852;0,00%;Firefox;Stavropol;(not set);03.01.2020;desktop;BMW-keyauto-krd.ru;/?keyauto_from=1;1;1;11861;(not set);referral;6;Stavropol Krai;1;go.mail.ru;go.mail.ru;0;;
GA1.2.1000366027.1579210553;0;BMW;;0,0003125;0,00%;Android Webview;Rostov-on-Don;(not set);17.01.2020;mobile;BMW-keyauto-krd.ru;/;0;0;0;(not provided);organic;4;Rostov Oblast;1;google;google;0;;
GA1.2.1000366027.1579210553;0;BMW;;0;0,00%;Android Webview;Rostov-on-Don;(not set);17.01.2020;mobile;cars.BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;2;Rostov Oblast;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1000383601.1580540296;1;Mercedes;;0,000972222;0,00%;Chrome;Stavropol;(not set);01.02.2020;mobile;Mersedes-krasnodar.ru;(entrance);1;1;30007;(not provided);organic;4;Stavropol Krai;1;google;google;0;;
GA1.2.1000383601.1580540296;0;Mercedes;;0;0,00%;Chrome;Stavropol;(not set);02.02.2020;mobile;Mersedes-krasnodar.ru;(entrance);0;0;0;(not provided);organic;2;Stavropol Krai;1;google;google;0;;
GA1.2.1000469963.1581322161;1;Mercedes;;0,001261574;0,00%;YaBrowser;Krasnodar;36451549;10.02.2020;desktop;Mersedes-krasnodar.ru;/special/purchase/?calltouch_tm=yd_c:36451549_gb:3435681394_ad:6081170080_ph:14000399300_st:search_pt:premium_p:2_s:none_dt:desktop_reg:35_ret:_apt:none&yclid=483330599253473482;1;1;35944;киа краснодар;cpc;4;Krasnodar Krai;1;yandex;YANDEX;0;;
GA1.2.100049596.1581770121;1;Mercedes;;0,000925926;0,00%;Chrome;Krasnodar;(not set);15.02.2020;mobile;Mersedes-krasnodar.ru;/;1;1;43055;(not provided);organic;6;Krasnodar Krai;1;google;google;0;;
GA1.2.100050473.1580143006;0;BMW;;0;0,00%;Chrome;Gelendzhik;(not set);27.01.2020;mobile;BMW-keyauto-krd.ru;/;0;0;0;(not set);organic;2;Krasnodar Krai;1;yandex;YANDEX;0;;
GA1.2.1000513003.1580567362;1;Mercedes;;0;0,00%;Chrome;Krasnodar;(not set);01.02.2020;mobile;Mersedes-krasnodar.ru;/;1;1;8766;(not provided);organic;2;Krasnodar Krai;1;google;google;1;;
GA1.2.1000565801.1580044842;0;BMW;;0,00380787;0,00%;Chrome;Krasnodar;(not set);26.01.2020;desktop;BMW-keyauto-krd.ru;/;0;0;0;(not set);(none);20;Krasnodar Krai;1;(direct);(direct);0;;
GA1.2.1000565801.1580044842;0;BMW;;0,000462963;0,00%;Chrome;Krasnodar;(not set);26.01.2020;desktop;BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;20;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1000565801.1580044842;0;BMW;;0,00380787;0,00%;Chrome;Krasnodar;(not set);26.01.2020;desktop;BMW-keyauto-krd.ru;/?keyauto_from=1;0;0;0;(not set);(none);20;Krasnodar Krai;1;(direct);(direct);0;;
GA1.2.1000565801.1580044842;0;BMW;;0,000462963;0,00%;Chrome;Krasnodar;(not set);26.01.2020;desktop;BMW-keyauto-krd.ru;/?keyauto_from=1;0;0;0;(not set);referral;20;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1000565801.1580044842;0;BMW;;0,000439815;0,00%;Chrome;Krasnodar;(not set);26.01.2020;desktop;cars.BMW-keyauto-krd.ru;(entrance);0;0;0;(not set);referral;4;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1000565801.1580044842;1;BMW;x3;0,000445602;0,00%;Chrome;Krasnodar;(not set);02.02.2020;desktop;BMW-keyauto-krd.ru;/models/Newx3/;1;0,5;25790;(not set);referral;6;Krasnodar Krai;2;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;3350000;Рубль
GA1.2.1000606965.1580924225;0;Mercedes;;0,000405093;0,00%;YaBrowser;Sochi;(not set);05.02.2020;mobile;Mersedes-krasnodar.ru;/;0;0;0;(not set);referral;4;Krasnodar Krai;1;yandex.ru;yandex.ru;0;;
GA1.2.1000612087.1575973500;0;BMW;;0,001944444;0,00%;Chrome;Lipetsk;(not set);02.01.2020;desktop;BMW-keyauto-krd.ru;(entrance);0;0;0;(not set);referral;10;Lipetsk Oblast;1;go.mail.ru;go.mail.ru;0;;
GA1.2.1000620651.1580282277;1;BMW;;0,012627315;0,00%;YaBrowser;Moscow;(not set);29.01.2020;desktop;BMW-keyauto-krd.ru;/?keyauto_from=1;1;1;38847;(not set);(none);4;Moscow;1;(direct);(direct);0;;
GA1.2.1000652898.1580651990;0;BMW;;0;0,00%;Chrome;Krasnodar;(not set);02.02.2020;desktop;BMW-keyauto-krd.ru;/;0;0;0;(not set);organic;2;Krasnodar Krai;1;yandex;YANDEX;0;;
GA1.2.1000652898.1580651990;0;BMW;;0;0,00%;Chrome;Krasnodar;(not set);02.02.2020;desktop;BMW-keyauto-krd.ru;/;0;0;0;(not set);organic;2;Krasnodar Krai;1;yandex;YANDEX;1;;
GA1.2.1000652898.1580651990;1;BMW;;0;0,00%;Chrome;Krasnodar;(not set);02.02.2020;desktop;cars.BMW-keyauto-krd.ru;/;1;1;21541;(not set);referral;2;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1000652898.1580651990;1;BMW;;0;0,00%;Chrome;Krasnodar;(not set);02.02.2020;desktop;cars.BMW-keyauto-krd.ru;/;1;1;21541;(not set);referral;2;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;1;;
GA1.2.1000678078.1581327300;0;Mercedes;;0;0,00%;Chrome;Voronezh;Mersedes_Krasnodar_Poisk;10.02.2020;mobile;Mersedes-krasnodar.ru;/special/purchase/?placement=;0;0;0;#NAME?;cpc;2;Voronezh Oblast;1;google;google;0;;
GA1.2.1000680669.1578744331;0;Mercedes;;0,000185185;0,00%;Chrome;Krasnodar;(not set);11.01.2020;mobile;Mersedes-krasnodar.ru;/;0;0;0;(not set);referral;4;Krasnodar Krai;1;Mersedes.ru;Mersedes.ru;0;;
GA1.2.1000731719.1568144493;1;BMW;;0;0,00%;Chrome;Stavropol;(not set);12.01.2020;mobile;BMW-keyauto-krd.ru;/?keyauto_from=1;1;1;39692;(not provided);organic;2;Stavropol Krai;1;google;google;0;;
GA1.2.1000772377.1571408432;0;BMW;;0,008553241;0,00%;YaBrowser;Gelendzhik;(not set);12.01.2020;desktop;BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;22;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1000772377.1571408432;0;BMW;;0,000775463;0,00%;YaBrowser;Gelendzhik;(not set);12.01.2020;desktop;BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;22;Krasnodar Krai;1;yandex.ru;yandex.ru;0;;
GA1.2.1000772377.1571408432;0;BMW;;0,008553241;0,00%;YaBrowser;Gelendzhik;(not set);12.01.2020;desktop;BMW-keyauto-krd.ru;/?keyauto_from=1;0;0;0;(not set);referral;22;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1000772377.1571408432;1;BMW;;0,000775463;0,00%;YaBrowser;Gelendzhik;(not set);12.01.2020;desktop;BMW-keyauto-krd.ru;/?keyauto_from=1;1;1;36472;(not set);referral;22;Krasnodar Krai;1;yandex.ru;yandex.ru;0;;
GA1.2.1000772377.1571408432;1;BMW;;0,000300926;0,00%;YaBrowser;Krasnodar;(not set);13.01.2020;desktop;cars.BMW-keyauto-krd.ru;/;1;1;14981;(not set);referral;4;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1000959069.1581063222;1;BMW;;0,002303241;0,00%;Chrome;Makhachkala;(not set);07.02.2020;desktop;BMW-keyauto-krd.ru;/?keyauto_from=1;1;1;40235;(not set);(none);16;Republic of Dagestan;1;(direct);(direct);0;;
GA1.2.1000959069.1581063222;0;BMW;;0,006909722;0,00%;Chrome;Makhachkala;(not set);07.02.2020;desktop;cars.BMW-keyauto-krd.ru;(entrance);0;0;0;(not set);referral;6;Republic of Dagestan;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1001053885.1579010896;0;BMW;;0,000405093;0,00%;Chrome;Krasnodar;(not set);14.01.2020;mobile;BMW-keyauto-krd.ru;/;0;0;0;(not provided);organic;4;Krasnodar Krai;1;google;google;0;;
GA1.2.1001054513.1580205060;0;Mercedes;;0,0011;0,00%;Chrome;Simferopol;36451549;28.01.2020;desktop;Mersedes-krasnodar.ru;/special/purchase/?calltouch_tm=yd_c:36451549_gb:3435681394_ad:6081170080_ph:14000399299_st:search_pt:premium_p:2_s:none_dt:desktop_reg:146_ret:_apt:none&yclid=190487728977906844;0;0;0;киа официальный дилер;cpc;4;Crimea;1;yandex;YANDEX;0;;
GA1.2.1001055536.1581692969;1;Mercedes;;0;0,00%;YaBrowser;Krasnodar;(not set);14.02.2020;desktop;Mersedes-krasnodar.ru;/service/calculate_to/;1;1;13546;(not set);referral;2;Krasnodar Krai;1;yandex.ru;yandex.ru;0;;
GA1.2.1001058128.1578069484;0;BMW;;0,000243056;0,00%;Chrome;Krasnodar;(not set);03.01.2020;mobile;BMW-keyauto-krd.ru;/;0;0;0;(not set);organic;4;Krasnodar Krai;1;yandex;YANDEX;0;;
GA1.2.1001120130.1578826276;1;Mercedes;;0,000717593;0,00%;Safari;Krasnodar;(not set);12.01.2020;mobile;Mersedes-krasnodar.ru;/;1;0,5;10187;(not provided);organic;12;Krasnodar Krai;2;google;google;0;;
GA1.2.1001120130.1578826276;0;Mercedes;e220;0,000717593;0,00%;Safari;Krasnodar;(not set);12.01.2020;mobile;Mersedes-krasnodar.ru;/models/e220/options/;0;0;0;(not provided);organic;12;Krasnodar Krai;2;google;google;0;3850000;Рубль
GA1.2.1001125346.1578041129;0;Mercedes;;0,001851852;0,00%;Safari;(not set);(not set);03.01.2020;mobile;Mersedes-krasnodar.ru;/;0;0;0;(not provided);organic;10;Mangystau Province;1;google;google;0;;
GA1.2.1001142959.1581879591;0;Mercedes;;0,000405093;0,00%;Chrome;Krasnodar;(not set);16.02.2020;mobile;Mersedes-krasnodar.ru;/;0;0;0;(not provided);organic;10;Krasnodar Krai;2;google;google;0;;
GA1.2.1001142959.1581879591;1;Mercedes;cls;0,000405093;0,00%;Chrome;Krasnodar;(not set);16.02.2020;mobile;Mersedes-krasnodar.ru;/models/cls/desc/;1;0,5;24919;(not provided);organic;10;Krasnodar Krai;2;google;google;0;4650000;Рубль
GA1.2.1001142959.1581879591;1;Mercedes;cls;0;0,00%;Chrome;Krasnodar;(not set);17.02.2020;mobile;Mersedes-krasnodar.ru;/models/cls/desc/;1;0,5;10714;(not provided);organic;4;Krasnodar Krai;2;google;google;0;4650000;Рубль
GA1.2.1001222124.1578260329;0;BMW;;0;0,00%;Safari;Krasnodar;(not set);06.01.2020;mobile;cars.BMW-keyauto-krd.ru;(entrance);0;0;0;(not set);referral;2;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1001232286.1564139610;1;Mercedes;;0,000520833;0,00%;Samsung Internet;Krasnodar;(not set);18.01.2020;mobile;Mersedes-krasnodar.ru;/;1;0,5;12546;(not set);referral;6;Krasnodar Krai;2;yandex.ru;yandex.ru;0;;
GA1.2.100127757.1579178167;1;Mercedes;;0;0,00%;Internet Explorer;Krasnodar;(not set);16.01.2020;desktop;Mersedes-krasnodar.ru;/;1;1;36378;(not set);organic;2;Krasnodar Krai;1;yandex;YANDEX;0;;
GA1.2.1001283967.1581897408;1;BMW;;0;0,00%;Chrome;Moscow;(not set);17.02.2020;mobile;BMW-keyauto-krd.ru;/;1;1;10051;(not provided);organic;2;Moscow;1;google;google;0;;
GA1.2.1001283967.1581897408;1;BMW;;0,001678241;0,00%;Chrome;Moscow;(not set);17.02.2020;mobile;cars.BMW-keyauto-krd.ru;/;1;1;32531;(not provided);organic;4;Moscow;1;google;google;0;;
GA1.2.1001283967.1581897408;1;BMW;;0;0,00%;Chrome;Moscow;(not set);17.02.2020;mobile;cars.BMW-keyauto-krd.ru;/;1;1;43448;(not set);referral;4;Moscow;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1001322588.1575041368;0;BMW;;0;0,00%;Chrome;Krasnodar;(not set);13.01.2020;desktop;cars.BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;2;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1001322588.1575041368;0;BMW;;0;0,00%;Chrome;Krasnodar;(not set);13.01.2020;desktop;cars.BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;2;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;1;;
GA1.2.1001322588.1575041368;0;BMW;;0;0,00%;Chrome;Krasnodar;(not set);14.01.2020;desktop;cars.BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;4;Krasnodar Krai;2;BMW-keyauto-rnd.ru;BMW-keyauto-rnd.ru;0;;
GA1.2.1001322588.1575041368;0;BMW;;0;0,00%;Chrome;Krasnodar;(not set);14.01.2020;desktop;cars.BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;4;Krasnodar Krai;2;BMW-keyauto-rnd.ru;BMW-keyauto-rnd.ru;1;;
GA1.2.1001322588.1575041368;0;BMW;;0,000324074;0,00%;Chrome;Krasnodar;(not set);18.01.2020;desktop;cars.BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;4;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1001322588.1575041368;0;BMW;;0,000324074;0,00%;Chrome;Krasnodar;(not set);18.01.2020;desktop;cars.BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;4;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;1;;
GA1.2.1001322588.1575041368;0;BMW;;0,000150463;0,00%;Chrome;Krasnodar;(not set);19.01.2020;desktop;BMW-keyauto-krd.ru;(entrance);0;0;0;(not set);referral;4;Krasnodar Krai;1;carsdo.ru;carsdo.ru;0;;
GA1.2.1001322588.1575041368;0;BMW;;0,000150463;0,00%;Chrome;Krasnodar;(not set);19.01.2020;desktop;BMW-keyauto-krd.ru;(entrance);0;0;0;(not set);referral;4;Krasnodar Krai;1;carsdo.ru;carsdo.ru;1;;
GA1.2.1001322588.1575041368;1;BMW;;0;0,00%;Chrome;Krasnodar;(not set);22.01.2020;desktop;cars.BMW-keyauto-krd.ru;/;1;1;32362;(not set);referral;2;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1001322588.1575041368;1;BMW;;0;0,00%;Chrome;Krasnodar;(not set);22.01.2020;desktop;cars.BMW-keyauto-krd.ru;/;1;1;32362;(not set);referral;2;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;1;;
GA1.2.1001322588.1575041368;1;BMW;;0;0,00%;Chrome;Krasnodar;(not set);23.01.2020;desktop;BMW-keyauto-krd.ru;(entrance);1;1;16311;(not set);referral;2;Krasnodar Krai;1;carsdo.ru;carsdo.ru;0;;
GA1.2.1001322588.1575041368;1;BMW;;0;0,00%;Chrome;Krasnodar;(not set);23.01.2020;desktop;BMW-keyauto-krd.ru;(entrance);1;1;16311;(not set);referral;2;Krasnodar Krai;1;carsdo.ru;carsdo.ru;1;;
GA1.2.1001322588.1575041368;0;BMW;;0;0,00%;Chrome;Krasnodar;(not set);25.01.2020;desktop;cars.BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;2;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1001322588.1575041368;0;BMW;;0;0,00%;Chrome;Krasnodar;(not set);25.01.2020;desktop;cars.BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;2;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;1;;
GA1.2.1001322588.1575041368;0;BMW;;0;0,00%;Chrome;Krasnodar;(not set);27.01.2020;desktop;cars.BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;5;Krasnodar Krai;2;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1001322588.1575041368;0;BMW;;0;0,00%;Chrome;Krasnodar;(not set);27.01.2020;desktop;cars.BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;5;Krasnodar Krai;2;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;1;;
GA1.2.1001322588.1575041368;0;BMW;;0;100,00%;Chrome;Krasnodar;(not set);27.01.2020;desktop;cars.BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;5;Krasnodar Krai;1;yandex.ru;yandex.ru;0;;
GA1.2.1001322588.1575041368;0;BMW;;0;100,00%;Chrome;Krasnodar;(not set);27.01.2020;desktop;cars.BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;5;Krasnodar Krai;1;yandex.ru;yandex.ru;1;;
GA1.2.1001322588.1575041368;0;BMW;;0;0,00%;Chrome;Krasnodar;(not set);28.01.2020;desktop;cars.BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;3;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1001322588.1575041368;0;BMW;;0;0,00%;Chrome;Krasnodar;(not set);28.01.2020;desktop;cars.BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;3;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;1;;
GA1.2.1001322588.1575041368;0;BMW;;0;100,00%;Chrome;Krasnodar;(not set);28.01.2020;desktop;cars.BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;3;Krasnodar Krai;1;yandex.ru;yandex.ru;0;;
GA1.2.1001322588.1575041368;0;BMW;;0;100,00%;Chrome;Krasnodar;(not set);28.01.2020;desktop;cars.BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;3;Krasnodar Krai;1;yandex.ru;yandex.ru;1;;
GA1.2.1001322588.1575041368;1;BMW;;0;0,00%;Chrome;Krasnodar;(not set);29.01.2020;desktop;cars.BMW-keyauto-krd.ru;/;1;1;28807;(not set);referral;2;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1001322588.1575041368;1;BMW;;0;0,00%;Chrome;Krasnodar;(not set);29.01.2020;desktop;cars.BMW-keyauto-krd.ru;/;1;1;28807;(not set);referral;2;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;1;;
GA1.2.1001322588.1575041368;0;BMW;;0;0,00%;Chrome;Krasnodar;(not set);30.01.2020;desktop;BMW-keyauto-krd.ru;(entrance);0;0;0;(not set);referral;2;Krasnodar Krai;1;carsdo.ru;carsdo.ru;0;;
GA1.2.1001322588.1575041368;0;BMW;;0;0,00%;Chrome;Krasnodar;(not set);30.01.2020;desktop;BMW-keyauto-krd.ru;(entrance);0;0;0;(not set);referral;2;Krasnodar Krai;1;carsdo.ru;carsdo.ru;1;;
GA1.2.1001322588.1575041368;1;BMW;;0;0,00%;Chrome;Krasnodar;(not set);30.01.2020;desktop;cars.BMW-keyauto-krd.ru;/;1;1;35834;(not set);referral;2;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1001322588.1575041368;1;BMW;;0;0,00%;Chrome;Krasnodar;(not set);30.01.2020;desktop;cars.BMW-keyauto-krd.ru;/;1;1;35834;(not set);referral;2;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;1;;
GA1.2.1001322588.1575041368;0;BMW;;0;0,00%;Chrome;Krasnodar;(not set);01.02.2020;desktop;cars.BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;6;Krasnodar Krai;2;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1001322588.1575041368;0;BMW;;0;0,00%;Chrome;Krasnodar;(not set);01.02.2020;desktop;cars.BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;6;Krasnodar Krai;2;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;1;;
GA1.2.1001322588.1575041368;1;BMW;;0;100,00%;Chrome;Krasnodar;(not set);01.02.2020;desktop;cars.BMW-keyauto-krd.ru;/;1;0,5;38553;(not set);referral;6;Krasnodar Krai;2;yandex.ru;yandex.ru;0;;
GA1.2.1001322588.1575041368;1;BMW;;0;100,00%;Chrome;Krasnodar;(not set);01.02.2020;desktop;cars.BMW-keyauto-krd.ru;/;1;0,5;38553;(not set);referral;6;Krasnodar Krai;2;yandex.ru;yandex.ru;1;;
GA1.2.1001322588.1575041368;0;BMW;;0,000150463;0,00%;Chrome;Krasnodar;(not set);02.02.2020;desktop;BMW-keyauto-krd.ru;(entrance);0;0;0;(not set);referral;3;Krasnodar Krai;1;carsdo.ru;carsdo.ru;0;;
GA1.2.1001322588.1575041368;0;BMW;;0,000150463;0,00%;Chrome;Krasnodar;(not set);02.02.2020;desktop;BMW-keyauto-krd.ru;(entrance);0;0;0;(not set);referral;3;Krasnodar Krai;1;carsdo.ru;carsdo.ru;1;;
GA1.2.1001322588.1575041368;0;BMW;;0;0,00%;Chrome;Krasnodar;(not set);02.02.2020;desktop;cars.BMW-keyauto-krd.ru;(entrance);0;0;0;(not set);referral;2;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1001322588.1575041368;0;BMW;;0;0,00%;Chrome;Krasnodar;(not set);02.02.2020;desktop;cars.BMW-keyauto-krd.ru;(entrance);0;0;0;(not set);referral;2;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;1;;
GA1.2.1001322588.1575041368;1;BMW;;0;0,00%;Chrome;Krasnodar;(not set);03.02.2020;desktop;BMW-keyauto-krd.ru;(entrance);1;0,5;15119;(not set);referral;4;Krasnodar Krai;2;carsdo.ru;carsdo.ru;0;;
GA1.2.1001322588.1575041368;1;BMW;;0;0,00%;Chrome;Krasnodar;(not set);03.02.2020;desktop;BMW-keyauto-krd.ru;(entrance);1;0,5;15119;(not set);referral;4;Krasnodar Krai;2;carsdo.ru;carsdo.ru;1;;
GA1.2.1001322588.1575041368;0;BMW;;0;0,00%;Chrome;Krasnodar;(not set);03.02.2020;desktop;cars.BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;10;Krasnodar Krai;4;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1001322588.1575041368;0;BMW;;0;0,00%;Chrome;Krasnodar;(not set);03.02.2020;desktop;cars.BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;10;Krasnodar Krai;4;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;1;;
GA1.2.1001322588.1575041368;0;BMW;;0;100,00%;Chrome;Krasnodar;(not set);03.02.2020;desktop;cars.BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;10;Krasnodar Krai;2;yandex.ru;yandex.ru;0;;
GA1.2.1001322588.1575041368;0;BMW;;0;100,00%;Chrome;Krasnodar;(not set);03.02.2020;desktop;cars.BMW-keyauto-krd.ru;/;0;0;0;(not set);referral;10;Krasnodar Krai;2;yandex.ru;yandex.ru;1;;
GA1.2.1001322588.1575041368;0;BMW;;0;0,00%;Chrome;Krasnodar;(not set);04.02.2020;desktop;BMW-keyauto-krd.ru;(entrance);0;0;0;(not set);referral;4;Krasnodar Krai;2;carsdo.ru;carsdo.ru;0;;
GA1.2.1001322588.1575041368;0;BMW;;0;0,00%;Chrome;Krasnodar;(not set);04.02.2020;desktop;BMW-keyauto-krd.ru;(entrance);0;0;0;(not set);referral;4;Krasnodar Krai;2;carsdo.ru;carsdo.ru;1;;
GA1.2.1001322588.1575041368;1;BMW;;0;0,00%;Chrome;Krasnodar;(not set);04.02.2020;desktop;cars.BMW-keyauto-krd.ru;/;1;1;34286;(not set);referral;2;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;0;;
GA1.2.1001322588.1575041368;1;BMW;;0;0,00%;Chrome;Krasnodar;(not set);04.02.2020;desktop;cars.BMW-keyauto-krd.ru;/;1;1;34286;(not set);referral;2;Krasnodar Krai;1;BMW-keyauto-krd.ru;BMW-keyauto-krd.ru;1;;
